TIME TABLES-------------------

./cnfs/exemple-50-100.cnf
0,038
0,029
0,024
0,027
0,028
0,025
0,025
0,026
0,026
0,031
0,030
0,015
0,029
0,031
0,026
0,029
0,024
0,029
0,022
0,027
0,027
0,026
0,026
0,020
0,022

./cnfs/exemple-50-125.cnf
0,025
0,029
0,028
0,032
0,029
0,031
0,031
0,031
0,031
0,037
0,030
0,039
0,031
0,033
0,027
0,029
0,026
0,030
0,030
0,029
0,029
0,023
0,022
0,026
0,023

./cnfs/exemple-50-150.cnf
0,031
0,024
0,032
0,024
0,033
0,027
0,033
0,034
0,032
0,030
0,026
0,040
0,037
0,032
0,038
0,034
0,030
0,030
0,032
0,027
0,039
0,030
0,031
0,024
0,027

./cnfs/exemple-50-175.cnf
0,133
0,091
0,128
0,035
0,164
0,070
0,037
0,023
0,096
0,039
0,036
0,043
0,073
0,440
0,036
0,231
0,052
0,076
0,036
0,063
0,087
0,085
0,055
0,061
0,173

./cnfs/exemple-50-200.cnf
0,073
0,070
0,044
0,040
0,036
0,030
0,035
0,035
0,085
0,041
0,033
0,059
0,090
0,039
0,055
0,049
0,068
0,042
0,072
0,037
0,122
0,054
0,044
0,156
0,035

./cnfs/exemple-50-225.cnf
0,083
0,164
0,085
0,522
0,213
0,325
0,074
0,077
0,236
0,091
0,137
0,267
0,040
0,854
0,166
0,448
0,215
0,047
0,147
0,238
0,224
0,162
0,217
0,064
0,083

./cnfs/exemple-50-250.cnf
0,226
0,060
0,090
0,103
0,048
0,061
0,058
0,161
0,107
0,051
0,243
0,040
0,100
0,036
0,047
0,129
0,203
0,042
0,470
0,069
0,206
0,085
0,052
0,041
0,103

./cnfs/exemple-50-25.cnf
0,026
0,027
0,027
0,028
0,029
0,021
0,021
0,020
0,029
0,019
0,020
0,028
0,025
0,024
0,016
0,018
0,023
0,031
0,029
0,031
0,024
0,027
0,023
0,030
0,022

./cnfs/exemple-50-50.cnf
0,026
0,026
0,026
0,022
0,031
0,029
0,026
0,029
0,025
0,023
0,026
0,025
0,020
0,025
0,031
0,026
0,030
0,025
0,026
0,029
0,027
0,029
0,020
0,025
0,030

./cnfs/exemple-50-75.cnf
0,022
0,022
0,030
0,027
0,030
0,026
0,027
0,031
0,024
0,034
0,032
0,025
0,026
0,026
0,026
0,014
0,028
0,030
0,023
0,028
0,031
0,019
0,027
0,020
0,021

./cnfs/exemple-75-100.cnf
0,023
0,032
0,028
0,028
0,027
0,024
0,025
0,023
0,026
0,029
0,029
0,027
0,026
0,024
0,025
0,024
0,029
0,013
0,025
0,032
0,029
0,027
0,018
0,027
0,027

./cnfs/exemple-75-125.cnf
0,033
0,026
0,026
0,025
0,029
0,024
0,025
0,032
0,022
0,030
0,025
0,030
0,033
0,028
0,027
0,026
0,026
0,032
0,035
0,036
0,021
0,030
0,028
0,018
0,026

./cnfs/exemple-75-150.cnf
0,029
0,036
0,031
0,035
0,027
0,030
0,027
0,028
0,036
0,026
0,029
0,033
0,026
0,032
0,027
0,034
0,027
0,036
0,031
0,033
0,029
0,035
0,026
0,027
0,032

./cnfs/exemple-75-175.cnf
0,041
0,028
0,032
0,036
0,019
0,036
0,038
0,030
0,037
0,018
0,036
0,030
0,029
0,037
0,040
0,036
0,030
0,030
0,035
0,032
0,034
0,034
0,027
0,040
0,031

./cnfs/exemple-75-200.cnf
0,031
0,050
0,046
0,069
0,098
0,043
0,028
0,032
0,034
0,043
0,045
0,042
0,034
0,032
0,090
0,040
0,071
0,061
0,037
0,044
0,107
0,038
0,046
0,029
0,046

./cnfs/exemple-75-220.cnf
0,051
0,056
0,050
0,052
0,029
0,053
0,043
0,064
0,054
0,047
0,046
0,052
0,051
0,039
0,048
0,032
0,042
0,091
0,046
0,056
0,036
0,069
0,027
0,070
0,055

./cnfs/exemple-75-250.cnf
0,081
0,230
0,090
0,177
0,048
0,079
0,144
0,062
0,056
0,177
0,233
0,085
0,057
0,067
0,367
0,079
0,152
0,251
0,063
0,091
0,165
0,098
0,243
0,055
0,065

./cnfs/exemple-75-280.cnf
0,128
0,574
1,081
2,935
4,927
5,428
3,023
1,380
1,938
4,848
3,220
3,718
0,171
3,373
3,257
0,503
0,459
1,277
0,553
2,494
1,607
1,336
0,572
8,542
0,971

./cnfs/exemple-75-300.cnf
4,636
1,435
0,309
0,568
0,314
1,243
1,551
0,155
3,902
2,956
3,219
1,240
0,198
3,452
0,071
1,543
5,398
0,069
0,635
3,679
2,885
0,259
1,201
1,633
1,545

./cnfs/exemple-75-320.cnf
0,821
0,245
0,385
0,063
0,141
0,155
0,184
0,270
0,108
0,145
0,110
0,400
0,113
0,229
1,010
0,234
0,949
0,376
0,118
0,279
0,431
0,111
0,330
0,750
0,060

./cnfs/exemple-75-330.cnf
0,167
0,390
0,082
0,417
0,121
0,433
1,470
1,435
0,579
1,193
0,429
0,046
0,290
0,747
0,500
0,132
0,089
0,286
0,265
0,297
0,094
0,424
0,327
0,246
0,294

./cnfs/exemple-75-350.cnf
1,143
2,022
0,177
0,435
0,467
1,076
0,683
6,408
0,283
2,586
0,304
0,462
0,871
0,174
1,257
2,184
0,152
0,719
0,660
0,136
0,492
0,187
2,261
0,361
0,305

./cnfs/exemple-75-75.cnf
0,027
0,024
0,025
0,025
0,026
0,017
0,018
0,033
0,030
0,026
0,025
0,025
0,025
0,025
0,030
0,022
0,032
0,028
0,029
0,021
0,023
0,029
0,023
0,024
0,031
